user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,sentiments,clean_text
Miguel Ángel Cardozo-Montilla,Venezuela,"Investigador, escritor, docente…
Doctor en Gestión de Investigación y Desarrollo (UCV).
Magíster en Gerencia en Salud (UCAB).
Columnista de @ElNacionalWeb",2014-03-25 23:49:01,298,232,723,False,2020-08-01 17:40:17,Statement on the fourth meeting of the International Health Regulations (2005) Emergency Committee regarding the ou… https://t.co/ouDwCWlanS,,Twitter Web App,False,negative,"['statement', 'fourth', 'meet', 'international', 'health', 'regulations', 'emergency', 'committee', 'regard', 'ou']"
"Neha Pathak, MD, DipABLM","Atlanta, GA",IM/Lifestyle Med Doc | Editor/Writer @WebMD | @Medscape | Mom | Fired up about #climatecrisis #environmentaljustice & #health | Thoughts Mine Own,2018-04-27 18:52:05,319,203,468,False,2020-07-31 18:06:50,I just urged my elected leaders to respond the #COVID19 energy insecurity crisis and urge them to protect customers… https://t.co/GJJYtBCVPg,['COVID19'],Twitter for Android,False,negative,"['urge', 'elect', 'leaders', 'respond', 'covid', 'energy', 'insecurity', 'crisis', 'urge', 'protect', 'customers']"
Ronald Mizen,Canberra,"Reporter @FinancialReview Parliament House Bureau | Law, politics & 📸 | Confide: ronmjm@protonmail.com | Wickr: ronmjm | Ngunnawal country | RT ≠ 👍",2015-07-06 05:36:58,635,1475,1222,False,2020-08-30 08:37:18,"Victoria's construction sector has taken a beating in the state's second lockdown, losing about 13,000 jobs between… https://t.co/iKCOMJKYNi",,Twitter for iPhone,False,negative,"['victoria', 'construction', 'sector', 'take', 'beat', 'state', 'second', 'lockdown', 'lose', 'job']"
Dark Matter Zine,Ngunnawal Country Aka Canberra,Pop culture magazine run by Nalini Haynes with Annabelle Lee and Emma Streeton (two kick-ass social workers) reviewing books for themselves and with their kids.,2011-11-18 01:40:59,3285,2147,38008,False,2020-08-04 05:42:00,If Karma would give a bad case of #Covid19 to every denier especially those who isolated themselves while calling o… https://t.co/SV9yQeTqOu,['Covid19'],Twitter Web App,False,negative,"['karma', 'would', 'give', 'bad', 'case', 'covid', 'every', 'denier', 'especially', 'isolate', 'call']"
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,498,1,0,False,2020-08-16 07:40:09,"39 new cases and 1 new death in Hungary 

[8:40 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,negative,"['new', 'case', 'new', 'death', 'hungary', 'gmt', 'coronavirus', 'coronavirusupdate', 'covid', 'coronaviruspandemic']"
Pune Mirror,Pune,India's largest compact newspaper,2014-04-25 06:18:37,26875,177,157,True,2020-07-27 04:50:23,"A #COVID19 patient, unable to find a single bed at a hospital, under both @PMCPune and the PCMC limits, dies… https://t.co/IMYBAtqXp9",['COVID19'],Twitter Web App,False,negative,"['covid', 'patient', 'unable', 'find', 'single', 'bed', 'hospital', 'pmcpune', 'pcmc', 'limit', 'die']"
Mila🎈,"Fort Worth, TX",Spread love ✨|📍🇺🇸🇹🇴| 5’4| Leo |#tahinetonga,2012-05-04 22:02:49,116,268,2196,False,2020-08-12 09:10:38,As an essential worker it’s so annoying to listen to people complain about being stuck in the house. Like stay in t… https://t.co/zhSnuajM9d,,Twitter for iPhone,False,negative,"['essential', 'worker', 'annoy', 'listen', 'people', 'complain', 'stick', 'house', 'like', 'stay']"
Vijay Kumar S,India,Journalist @the_hindu Winner Ramnath Goenka Award Investigative Reporting 2017 RedInk Award 2018 SM Laadli National Award 2013 #Ilayaraja fan Rt no endorsement,2010-12-02 10:35:18,3137,431,2504,False,2020-07-28 03:42:16,"Two policemen arrested in the alleged torture, murder of #JayarajandBenicks #TamilNadu have tested positive for… https://t.co/KWBC78sRLq","['JayarajandBenicks', 'TamilNadu']",Twitter for iPhone,False,negative,"['two', 'policemen', 'arrest', 'allege', 'torture', 'murder', 'jayarajandbenicks', 'tamilnadu', 'test', 'positive']"
Jelloshotz,"North Carolina, USA","Veteran & owner of;
Jelloshotz Photography & Wicked Shotz Consortium.
Tattoos, photography, digital art, & gallery. Inquire for commissions.
Parler - Jelloshotz",2013-11-15 23:37:13,901,1040,24188,False,2020-08-29 23:39:23,"Maybe Killer Roy would like to discuss this with Carolina businesses that he destroyed.
@NCGOP @DanForestNC… https://t.co/A77IPLEDum",,Twitter for Android,False,negative,"['maybe', 'killer', 'roy', 'would', 'like', 'discuss', 'carolina', 'businesses', 'destroy', 'ncgop', 'danforestnc']"
Cheyy❣️,203  ⛽️,,2013-12-31 02:38:33,6638,4574,42670,False,2020-07-30 20:31:18,"Due to #COVID19 Ill be sending the first 900 people to like &amp; retweet this $500 - $7,500 through CashApp or  Apple… https://t.co/H2yUIde5d6",['COVID19'],Twitter for iPhone,False,negative,"['due', 'covid', 'ill', 'send', 'first', 'people', 'like', 'amp', 'retweet', 'cashapp', 'apple']"
Jerry England,"Ohio and Florida, USA","SFC(RET)US Army Field Artillery
REDLEG!!!OIF/OEF Vet...HUSBAND!!
🇺🇲🇺🇸❤🇺🇲🇺🇸MAGA/KAG
Proud Republican!!! PATRIOT!! Proud to be a LOYAL WHITE American!!",2019-02-18 17:09:12,440,565,9247,False,2020-08-06 15:51:56,Millions  facing eviction? Did they think that they didnt have to rent or a mortgage because of a moratorium? So wh… https://t.co/yoDksAUEDg,,Twitter for Android,False,negative,"['millions', 'face', 'eviction', 'think', 'didnt', 'rent', 'mortgage', 'moratorium', 'wh']"
CEPS ThinkTank,"Brussels, Belgium",Centre for European Policy Studies 🇪🇺EU's leading independent thinktank.    Visit https://t.co/zY07EtrF26,2011-01-18 11:25:34,46564,3101,3208,False,2020-08-12 08:31:00,⚠️The World Health Assembly failed to declare future #COVID19Vaccine a global ‘public good’. What does this mean in… https://t.co/PAef5q8Mdy,['COVID19Vaccine'],TweetDeck,False,negative,"['world', 'health', 'assembly', 'fail', 'declare', 'future', 'covidvaccine', 'global', 'public', 'good', 'mean']"
BizPsych,,Understand the World of Business/Work through the lens of Psychology|| Occupational and Organizational Psychology | Business Psychology | Psychology,2020-08-04 13:16:11,0,0,0,False,2020-08-06 16:18:08,Work-life conflict affects employees #productivity (McNamara et al. 2011). Work-life conflict is an inter-role stru… https://t.co/iI45PWjjDb,['productivity'],Twitter Web App,False,negative,"['worklife', 'conflict', 'affect', 'employees', 'productivity', 'mcnamara', 'et', 'al', 'worklife', 'conflict', 'interrole', 'stru']"
Vote For Juan 2024,,"Personal Account Of The Juan and Only

I Talk Shit, on occasion. Cat Dad. Asspiring Artist, Animator, Graphic Designer, Music producer, Comedian etc. jk.",2014-12-26 22:08:43,640,2206,8796,False,2020-08-08 12:10:03,It's crazy that #Latinos #Latinx #Latinas still out here not wearing masks. Do you know why @GavinNewsom's Cali pol… https://t.co/6GyLZev8Py,"['Latinos', 'Latinx', 'Latinas']",Twitter Web App,False,negative,"['crazy', 'latinos', 'latinx', 'latinas', 'still', 'wear', 'mask', 'know', 'gavinnewsom', 'cali', 'pol']"
Mauve et Blush,"Los Angeles, CA","Dreamy wedding veils and bridal accessories, crafted by hand with a whimsical spirit. Find us on Instagram: https://t.co/OVxrStEJ0J",2019-05-23 04:40:13,6,20,7,False,2020-07-25 08:05:41,Frustrated about shifting your marriage because of #Covid19? This weekend take a break and focus on the… https://t.co/tqncrlt0W1,['Covid19'],LaterMedia,False,negative,"['frustrate', 'shift', 'marriage', 'covid', 'weekend', 'take', 'break', 'focus']"
JP,"Texas, USA","Native Texan! Entrepreneur, Business owner, & AMERICAN! 🇺🇸 Public Servant 27 years",2014-01-15 19:53:58,158,275,5981,False,2020-07-29 16:29:39,I miss sports #NFL #wednesdaymorning #sports #COVID19 #texashogbait https://t.co/BiGL0hQS0M,"['NFL', 'wednesdaymorning', 'sports', 'COVID19', 'texashogbait']",Twitter for iPhone,False,negative,"['miss', 'sport', 'nfl', 'wednesdaymorning', 'sport', 'covid', 'texashogbait']"
Mohamed Al Neser 🦅,,"Democracy defender & human-rights activist. Witness of Assad crimes, Rebels violation & Radicals rising in Syria. | Sr. Coordinator of @CEE_Program (DSC)",2011-07-09 15:58:09,15364,821,3655,False,2020-08-18 18:24:26,Most of families in #Assad's controlled areas are trying to avoid the registration of their deads as #COVID19 case… https://t.co/GmX0zb3zbn,"['Assad', 'COVID19']",Twitter for Android,False,negative,"['families', 'assad', 'control', 'areas', 'try', 'avoid', 'registration', 'deads', 'covid', 'case']"
From The Mystery,Our local planet - Earth,Steps to Knowledge~Knowledge being Holy Spirit~was received 1989. A New Testament student since 1950; added New Message study in 1999. Tweets My Witness to You.,2009-11-08 06:04:41,1123,1218,591,False,2020-08-17 04:01:01,My suffering is born of confusion. Step 230 Steps to Knowledge https://t.co/5gzbrh3yru| #photography #NOLA #Bourbon… https://t.co/7eiwpK7FA9,"['photography', 'NOLA', 'Bourbon']",Buffer,False,negative,"['suffer', 'bear', 'confusion', 'step', 'step', 'knowledge', 'photography', 'nola', 'bourbon']"
Ann Neona,"Texas, USA",White People STAND UP AGAINST RACISM & SEXISM! It's YOUR DUTY!💯#VoteBlue🌊  #GOPbetrayedAmerica🇺🇸💙WeCAN #SaveTheEarth✋🏼✋🏽✋🏿❤️💙🇺🇸🏳️‍🌈♀️♂️🌏#wtp2020🗽,2017-11-29 20:11:20,18556,16032,48454,False,2020-07-26 04:36:02,"@cmerfy 🚨The Oldest, the Lowest, the Slowest”: Why Voting Isn’t Easy for Homeless People in Texas👇🏽

If you don't h… https://t.co/hqlq0G9vDA",,Twitter for Android,False,negative,"['cmerfy', 'oldest', 'lowest', 'slowest', 'vote', 'isnt', 'easy', 'homeless', 'people', 'texas', 'h']"
resist,,#teachersSTRIKE! truth about #covid19 in SC - please RT so locals get info #WearADamnMask. PLEASE REGISTER TO VOTE TODAY @votedotorg or https://t.co/nTFfwHqqNz,2013-12-07 20:00:46,71,569,3184,False,2020-08-02 19:27:34,POSTPONE PARENTS’ DECISION DEADLINES UNTIL YOU PROVIDE THE LOCAL % POSITIVES. You are toeing the line of fraud if y… https://t.co/fhQgnV638t,,Twitter for iPhone,False,negative,"['postpone', 'parent', 'decision', 'deadlines', 'provide', 'local', 'positives', 'toe', 'line', 'fraud']"
The Elders,London,"Independent global leaders working together for peace, justice and human rights. Founded by Nelson Mandela in 2007.",2009-03-16 09:49:58,139298,1273,2890,True,2020-08-18 16:03:01,#Israel’s suspension of fuel imports to #Gaza is further collective punishment as population still struggling amid… https://t.co/1v4iAS7oin,"['Israel', 'Gaza']",Twitter Web App,False,negative,"['israels', 'suspension', 'fuel', 'import', 'gaza', 'collective', 'punishment', 'population', 'still', 'struggle', 'amid']"
Integral Overview,Israel ישראל,"Researches and learns the wisdom of connection, Examination of various issues from the world in aspect of integral laws of nature.
סקירה עולמית אינטגרלית",2017-09-22 13:52:37,532,547,6298,False,2020-08-16 06:37:19,"Answer: A new society. A new person. In times of crisis, there are always a certain turn in development, a leap.… https://t.co/UPMwMkSshv",,Twitter Web App,False,negative,"['answer', 'new', 'society', 'new', 'person', 'time', 'crisis', 'always', 'certain', 'turn', 'development', 'leap']"
That's the Spirit,Chicago,"Dedicated to teaching you about the #Spirits in your #cocktails. Follow to learn #thestorybehindthebottle 

We're on Instagram, Facebook, YouTube, Patreon

#TTS",2020-03-23 03:28:24,5,60,19,False,2020-08-18 17:57:14,Did you know that during the 1918 flu outbreak people were calling to end prohibition because they thought they cou… https://t.co/OEHOqAh8EN,,Twitter for Android,False,negative,"['know', 'flu', 'outbreak', 'people', 'call', 'end', 'prohibition', 'think', 'cou']"
Toolaa Moojoo,,,2016-01-28 13:08:58,13,55,86,False,2020-08-04 04:31:40,"#COVID19,#AbiyMustGo : Ethiopian PM Abiy Ahmed and his government using covid19 and his killing squad to silence Or… https://t.co/zscfSuI0m2","['COVID19', 'AbiyMustGo']",Twitter for Android,False,negative,"['covid', 'abiymustgo', 'ethiopian', 'pm', 'abiy', 'ahmed', 'government', 'use', 'covid', 'kill', 'squad', 'silence']"
Eliza Winston Evans,"Richmond, VA","Came to lurk, stayed to learn. 

Also: #pr #marketing #strategist #writer #brandstrategist",2010-07-26 16:40:44,171,1468,425,False,2020-08-10 15:25:13,"I lost my father and my father-in-law 6 mo apart, all before quarantine (unrelated to Covid-19). I thought I knew g… https://t.co/KujKKCE92c",,Twitter Web App,False,negative,"['lose', 'father', 'fatherinlaw', 'mo', 'apart', 'quarantine', 'unrelated', 'covid', 'think', 'know', 'g']"
Claire Hender🌸🌻💖🧚🏻‍♀️,"Ipswich, England","Mother, 🌸 Partner,💘grandma, 💕sister, 👭👫daughter 🌼 friend 💗  equality, justice, love & hope ,values close to my heart! Dislike greed & corruption! Lefty🌹",2018-09-27 20:35:21,751,1419,85172,False,2020-07-30 20:04:57,"The first sentence of #Panorama is utterly utterly heartbreaking &amp; thermonuclear enraging..!

22,000 #COVID19 death… https://t.co/XB7iRpTsVg","['Panorama', 'COVID19']",Twitter for iPhone,False,negative,"['first', 'sentence', 'panorama', 'utterly', 'utterly', 'heartbreaking', 'amp', 'thermonuclear', 'enrage', 'covid', 'death']"
Ommcom News,"Bhubaneshwar, India","Capturing Odisha Online. Breaking News Alert From Odisha, India & World..",2016-05-24 11:40:42,3331,415,853,False,2020-07-28 03:42:28,The State Government has amended the #guidelines for disposal of the dead body of the suspect or confirmed case of… https://t.co/uwSpiBAJeZ,['guidelines'],Twitter Web App,False,negative,"['state', 'government', 'amend', 'guidelines', 'disposal', 'dead', 'body', 'suspect', 'confirm', 'case']"
J-Line Fitness,Shirley St Nassau Bahamas,"To offer the most sought after and comprehensive collection of fitness options, facilities, health eateries, natural supplementation and wellness consultation.",2013-07-03 15:47:42,163,251,20,False,2020-07-26 02:49:32,We miss you already :(   #covıd19 #coronavirus #pandemic #safetyfirst #health #lockdown #gymclosed #gym #Bahamas @… https://t.co/qsFh24IBFo,"['covıd19', 'coronavirus', 'pandemic', 'safetyfirst', 'health', 'lockdown', 'gymclosed', 'gym', 'Bahamas']",Instagram,False,negative,"['miss', 'already', 'covd', 'coronavirus', 'pandemic', 'safetyfirst', 'health', 'lockdown', 'gymclosed', 'gym', 'bahamas']"
Dr.Salahideen ALHAJ🔶 #WearAMask,Stokholm  Sweden  | ,"UNITED  NATIONS   EXPERT. BETTER DATA BETTER LIVES.
Statistical Data Collection &Management Census. Survey
CSPro / CAPI |",2009-06-23 20:04:05,4484,5002,209005,False,2020-08-10 15:33:41,@UNFPA @UNFPACuba  delivers a donation to Cuban health institutions as part of the response to the crisis generated… https://t.co/aOtIwYPvNW,,Twitter Web App,False,negative,"['unfpa', 'unfpacuba', 'deliver', 'donation', 'cuban', 'health', 'institutions', 'part', 'response', 'crisis', 'generate']"
Aman Singh,,I am special because I am unique,2020-08-02 20:35:25,0,2,3,False,2020-08-02 20:43:40,"Online classes demands hefty internet expenses
We request the NITs to REIMBURSE A PART OF THE MESS EXCESS to cover… https://t.co/sHhMIT9S48",,Twitter for Android,False,negative,"['online', 'class', 'demand', 'hefty', 'internet', 'expense', 'request', 'nits', 'reimburse', 'part', 'mess', 'excess', 'cover']"
Pete Durnell,Warley West Midlands,"Brexit Party Deputy Campaign Manager, West Mids region. Libertarian.

https://t.co/XA3stLo4c1 #BrexitParty

petedurnell@hotmail.com

Keep Britain Free

#KBF",2011-05-24 19:57:16,2326,1041,7550,False,2020-08-22 07:34:35,"@ClarkeMicah Infection rates dropping.

Face masks mandated in enclosed public spaces.

Infection rates rising.

Pe… https://t.co/IfwTOrzOyc",,Twitter for Android,False,negative,"['clarkemicah', 'infection', 'rat', 'drop', 'face', 'mask', 'mandate', 'enclose', 'public', 'space', 'infection', 'rat', 'rise', 'pe']"
Diane Badger 🦡🐝🦊🇪🇺🦡,United Kingdom,Hates animal abuse and hate even more the people that commit the abuse!,2013-08-31 10:05:56,2273,2353,28601,False,2020-08-12 08:26:24,@miffythegamer I’d say it’s more Brexit as the country was fucked before the #COVID19,['COVID19'],Twitter for iPhone,False,negative,"['miffythegamer', 'id', 'say', 'brexit', 'country', 'fuck', 'covid']"
Sasha Fennec,,"Antifascist transgender lesbian. Empress of #Antifa & Elizabeth Warren's Antifa Buddy #BlackLivesMatter #WarrenDemocrat #StandWithHK

Studies Genocide (She/Her)",2020-05-11 22:28:09,285,1466,18847,False,2020-07-26 04:23:14,"Limited testing supplies in the U.S. mean any reported numbers likely underestimate the reality of the spread.

Jul… https://t.co/OKphALzEgO",,Twitter Web App,False,negative,"['limit', 'test', 'supply', 'u', 'mean', 'report', 'number', 'likely', 'underestimate', 'reality', 'spread', 'jul']"
Karol Ruiz,NJ USA,Colombian Immigrant to US. Elijah’s Mom. Brian’s spouse. WotS Co-President. Movement Lawyer. UnitarianUniversalist. Interpreter. tweets in my personal capacity.,2012-06-27 20:25:07,2750,4926,30063,False,2020-08-02 17:53:17,@jconigs05 #COVID19 &amp; SROs both expose the racism/classism inherent in our educational system. May @NJGov @NJEA &amp;… https://t.co/sCOX7Fs8MQ,['COVID19'],Twitter for iPhone,False,negative,"['jconigs', 'covid', 'amp', 'sros', 'expose', 'racismclassism', 'inherent', 'educational', 'system', 'may', 'njgov', 'njea', 'amp']"
Kate J Chase,"Northeast Kingdom, VT","Journalist, author of 20+ books, tech writer/mgr, content /online mgr for Microsoft, AOL, ZDnet, editor. #RightsMatter  #Resistance #FBR No DMs",2010-11-23 06:41:02,15673,17231,67145,False,2020-08-18 18:13:46,Trump should head the CDC. This way #45 can finish killing off those he didn't already get by ignoring #COVID19. https://t.co/Jj6Ny6ne9H,['COVID19'],Twitter Web App,False,negative,"['trump', 'head', 'cdc', 'way', 'finish', 'kill', 'already', 'get', 'ignore', 'covid']"
ko,,Father. Husband. Indianapolitan. Volunteer. Follow @kristopherowens,2009-09-11 16:29:42,246,447,9784,False,2020-07-25 01:32:03,@WISH_TV We got the death panels @SarahPalinUSA warned about. Except it's because of trump &amp; the @GOP &amp; their refus… https://t.co/DCmz9uYhba,,Twitter for Android,False,negative,"['wish', 'tv', 'get', 'death', 'panel', 'sarahpalinusa', 'warn', 'except', 'trump', 'amp', 'gop', 'amp', 'refus']"
Anthony Josephson,"Altrincham, Greater Manchester",33. Optometrist. Dad. Am Dram-er. Tennis player. Saxophone owner. ♥️#Altrincham. Director of @maskelloptom,2011-01-12 21:00:50,278,459,4108,False,2020-08-22 07:15:33,Sad to hear about #STATravel this morning  as booked some good trips with them in the past but even ignoring… https://t.co/V4DWGxgMMM,['STATravel'],Twitter for Android,False,negative,"['sad', 'hear', 'statravel', 'morning', 'book', 'good', 'trip', 'past', 'even', 'ignore']"
Nina Tribble,my own state of PEACE of mind,"Proud Mom, retired UNION (UFT, NYSUT & AFT) activist...I'm on the go and traveling through life. I am GRATEFUL...🙏🏾TY",2016-12-06 22:58:01,175,173,9661,False,2020-08-09 06:10:34,"safe·ty 
/ˈsāftē/
1. the condition of being protected from or unlikely to cause danger, risk, or injury.
2. AMERICA… https://t.co/UQ54Uggkfr",,Twitter for Android,False,negative,"['safety', 'sft', 'condition', 'protect', 'unlikely', 'cause', 'danger', 'risk', 'injury', 'america']"
Club Managers,Europe,"Providing education and certification for managers of sports, fitness, leisure and city clubs in Europe",2009-06-09 13:50:26,4035,1655,1180,False,2020-08-11 08:55:51,Our 2 day workshop “how to lead your club out of the post Covid 19 recession” is underway. Helping our delegates be… https://t.co/HbOiMJooMg,,Twitter for iPhone,False,negative,"['day', 'workshop', 'lead', 'club', 'post', 'covid', 'recession', 'underway', 'help', 'delegate']"
Imagine Center for Psychological Health,Detroit-Northville-St. Heights,"Life’s issues can seem unmanageable at times, but with the right help, your problems can be overcome. The Imagine Center is here for you. Feel free to reach out",2020-04-16 21:51:27,1210,10,12,False,2020-07-25 04:00:39,"The threat of #Covid19 to ourselves, our loved ones, and our community can lead to worry, fear, sadness, even hopel… https://t.co/uRYBuHJb5j",['Covid19'],OneUp App,False,negative,"['threat', 'covid', 'love', 'ones', 'community', 'lead', 'worry', 'fear', 'sadness', 'even', 'hopel']"
Velvet Thunder,,"Reviews and features across Prog, Metal and Classic Rock. Bands new and old",2019-08-17 11:10:42,48,116,1,False,2020-08-18 18:10:25,"STATEMENT:

In light of the ongoing situation and threat of COVID-19 globally, the THUNDER UK tour can no longer ta… https://t.co/hTEIGgTPfK",,Blog2Social APP,False,negative,"['statement', 'light', 'ongoing', 'situation', 'threat', 'covid', 'globally', 'thunder', 'uk', 'tour', 'longer', 'ta']"
Rick,"Connecticut, USA","#Progressive #pescatarian, ardent #atheist, #gay #geek, rapid #reader, #smartass #seniorcitizen, reliable #resister and a terribly, terrific tweeter.",2020-07-08 18:00:24,1575,1564,453,False,2020-08-02 19:17:09,"@GOP It’s Not #BreakingNews that’s it’s also the SHAME FACTOR.

The #ComplicitCorruptGOP’s Renomination of… https://t.co/VkLfrBjkDK","['BreakingNews', 'ComplicitCorruptGOP']",Twitter for iPhone,False,negative,"['gop', 'breakingnews', 'thats', 'also', 'shame', 'factor', 'complicitcorruptgops', 'renomination']"
Dr. Lucas,"Melbourne, Australia",,2015-03-15 21:27:37,538,127,181,False,2020-08-18 17:34:01,"#CoronaVirusUpdates
168 people have died of #coronavirus, 1066 new #COVID19 cases were hospitalized, 3882 are in cr… https://t.co/Z9U9bk3giu","['CoronaVirusUpdates', 'coronavirus', 'COVID19']",Twitter for iPhone,False,negative,"['coronavirusupdates', 'people', 'die', 'coronavirus', 'new', 'covid', 'case', 'hospitalize', 'cr']"
Marcella Brassett,Melbourne ,"Media manager for @ASRC1; Tamil migrant, feminist, racial justice. My own views.",2013-03-04 00:33:16,1684,909,31964,False,2020-08-04 06:25:28,"Next thing you know, RWNJ media, trolls &amp; LNP Ministers will start conspiracy theory that Dan Andrews invented… https://t.co/Xs08box1hT",,Twitter for iPhone,False,negative,"['next', 'thing', 'know', 'rwnj', 'media', 'troll', 'amp', 'lnp', 'minister', 'start', 'conspiracy', 'theory', 'dan', 'andrews', 'invent']"
UNDP Philippines,"Mandaluyong City, Philippines","In the Philippines, working to #EndPoverty and support #ClimateAction for a sustainable world #By2030.",2010-02-22 03:03:20,12326,2825,6396,True,2020-08-30 02:24:57,"We are not powerless against #COVID19, widening inequalities, social unrest, &amp; the #ClimateCrisis. 

Together we ca… https://t.co/Q6haIhMmqH","['COVID19', 'ClimateCrisis']",Twitter Web App,False,negative,"['powerless', 'covid', 'widen', 'inequalities', 'social', 'unrest', 'amp', 'climatecrisis', 'together', 'ca']"
RLK,,Love my country! Tired of the spin. PhD Pathology.,2011-05-16 17:18:40,53,673,1430,False,2020-08-02 18:46:55,"It's 82 pages, so maybe I missed it - where is the requirement that children be tested for covid prior to camp?

I… https://t.co/5TjM0wHTNP",,Twitter Web App,False,negative,"['page', 'maybe', 'miss', 'requirement', 'children', 'test', 'covid', 'prior', 'camp']"
Davin Sturdivant,Pacific NW (Seattle),"Business nerd that races karts and sim races. 
Personal thoughts go here. Opinions are my own, duh.",2011-03-12 21:49:46,1006,1459,18601,False,2020-08-04 07:34:03,"Plus, I know my country has decided to pretend it's not happening, but there still is a #COVID19 pandemic happening… https://t.co/CrlQ3UG7GX",['COVID19'],Twitter for Android,False,negative,"['plus', 'know', 'country', 'decide', 'pretend', 'happen', 'still', 'covid', 'pandemic', 'happen']"
Angeliki Greek,New York City,"utterly human-divine and awake; vehemently anti-racist, vehemently anti-sexist; always a positive thinker (APTCO/member) #Biden2020 #wearAmask #COVID19 is real",2009-05-23 19:11:37,3328,5002,38193,False,2020-08-16 05:01:21,"170,000 dead Americans and a brother dying...Trump plays golf... nice! @realDonaldTrump  #COVID19… https://t.co/SLR7eVoWFk",['COVID19'],Twitter Web App,False,negative,"['dead', 'americans', 'brother', 'die', 'trump', 'play', 'golf', 'nice', 'realdonaldtrump', 'covid']"
DD News Rajasthan,Jaipur,"Official Twitter account of DD News Rajasthan. The Public Broadcaster of India. During Lock-down Period: Regional news bulletins at 12, 2.30 PM, 4:30 PM & 7 PM.",2017-08-11 11:24:15,6891,109,578,False,2020-08-04 05:07:37,"#Rajasthan #COVID19 
Today's total positive till 10.30 am is 551 (Death reported-8)

Kota 73
Udaipur 32
Dungarpur 2… https://t.co/VEo3vR3vwh","['Rajasthan', 'COVID19']",Twitter for Android,False,negative,"['rajasthan', 'covid', 'today', 'total', 'positive', 'till', 'death', 'report', 'kota', 'udaipur', 'dungarpur']"
Ken S from Ramara,Canada,"Son, Husband & a Dad",2011-04-24 03:06:25,834,2986,12117,False,2020-08-02 19:46:15,Can you pick out all the flaws in #Canada's PM @JustinTrudeau's illegal scheme to pay student volunteers less than… https://t.co/JeVty6TUKP,['Canada'],Twitter Web App,False,negative,"['pick', 'flaw', 'canada', 'pm', 'justintrudeau', 'illegal', 'scheme', 'pay', 'student', 'volunteer', 'less']"
Geetanjali Hospital,"Udaipur, India","Geetanjali Hospital, Geetanjali Cancer Centre, Geetanjali Cardiac Centre, Geetanjali Infertility Centre, Geetanjali University (All medical courses)",2015-10-01 06:07:37,2566,4854,135,False,2020-08-13 07:30:33,"Wondering when to use a mask? Wear a mask when you are in a public setting, especially when it is difficult to stay… https://t.co/F4nKD4TeGI",,Twitter Web App,False,negative,"['wonder', 'use', 'mask', 'wear', 'mask', 'public', 'set', 'especially', 'difficult', 'stay']"
Global Policy,"Durham University, School of Government and International Affairs",We are the Global Policy Journal and Research Institute. We provide state of the art expertise on transnational policy making. RTs are not endorsements.,2010-03-26 17:10:16,11397,3883,2673,False,2020-08-17 07:15:13,FREE ACCESS - Measuring the Economic Risk of COVID?19 #GDP #recession #poverty #COVID19 #Health #Africa… https://t.co/MXppAqL6wG,"['GDP', 'recession', 'poverty', 'COVID19', 'Health', 'Africa']",Hootsuite Inc.,False,negative,"['free', 'access', 'measure', 'economic', 'risk', 'covid', 'gdp', 'recession', 'poverty', 'covid', 'health', 'africa']"
Merlina Hernando-Malipot,,"Journalist, Manila Bulletin.
Covers education, overseas employment, politics.
Email at mb.inahernando@gmail.com",2013-06-27 10:05:46,555,207,53,False,2020-07-25 06:06:55,"Despite the directives from @DepEd_PH CO, @TeachersDignity says it has been receiving reports of suspected and even… https://t.co/rUaJNmalCs",,Twitter Web App,False,negative,"['despite', 'directives', 'deped', 'ph', 'co', 'teachersdignity', 'say', 'receive', 'report', 'suspect', 'even']"
Raj Rama,"Toronto, Ontario Canada","Business, Media and Social Entrepreneur born and raised in Toronto. Always looking for new friends, associates and clients. Article: https://t.co/yKIrDq066V",2009-06-27 16:10:14,5188,11236,1459,False,2020-08-29 20:26:26,"#Nose jobs, #facelifts and #Botox: Demand for #plasticsurgery  and #cosmetic procedures soars during #COVID19 https://t.co/AYbp5DSjWT","['Nose', 'facelifts', 'Botox', 'plasticsurgery', 'cosmetic', 'COVID19']",Twitter for Android,False,negative,"['nose', 'job', 'facelifts', 'botox', 'demand', 'plasticsurgery', 'cosmetic', 'procedures', 'soar', 'covid']"
Tracy Prell,"41° 50′ 43″ N, 71° 35′ 28″ W",@NASASocial Alumna Board Mbr @SkyscrapersInc @TheMarsGen @HigherOrbits @SpaceCampUSA @chandraxray @Socratica @IDADarkSky @exploreplanets @Tesla #Investor #Owner,2010-12-31 23:29:23,3744,4998,137497,False,2020-08-16 02:41:29,@DavidBflower I hear you my friend! Weather here has been terrible as well!  I'm also suffering from chronic… https://t.co/x14e82595K,,Twitter Web App,False,negative,"['davidbflower', 'hear', 'friend', 'weather', 'terrible', 'well', 'also', 'suffer', 'chronic']"
